site,date,flue,is_flue_drought,cluster,NR_B1,NR_B2,NR_B3,NR_B4,NR_B5,NR_B6,NR_B7,LST,t2m_era5,ssrd_era5,pcwd_era5,vegtype
AR-Vir,2010-08-07,1.0000093464091326,FALSE,cGR,0.0195,0.273,0.0103,0.0286,NA,0.0939,0.0289,NA,285.891632080078,15114846,12.7074359535203,ENF
AR-Vir,2010-08-08,0.9936890243374898,FALSE,cGR,0.0194,0.2731,0.01,0.0286,0.2212,0.0929,0.0297,NA,287.050750732422,13267080,14.5263170308457,ENF
AR-Vir,2010-08-09,0.9956401421708772,FALSE,cGR,0.0212,0.2723,NA,0.031,0.2263,0.1008,NA,NA,284.728515625,15949812,16.3461386394932,ENF
AR-Vir,2010-08-10,0.9965259006857706,FALSE,cGR,0.0229,NA,0.0124,0.0327,0.2259,0.102,0.031,NA,285.472320556641,17164104,18.1638127474319,ENF
AR-Vir,2010-08-11,0.9900168039934109,FALSE,cGR,0.0233,0.2693,0.0127,0.0329,NA,0.1025,0.0307,NA,290.214263916016,15164914,19.983199242218,ENF
AR-Vir,2010-08-13,0.9896279135798064,FALSE,cGR,0.0251,0.2667,0.0135,NA,0.2317,0.1043,0.0307,NA,284.014129638672,5292536,21.7209742671505,ENF
AR-Vir,2010-08-14,0.99007121290035,FALSE,cGR,NA,0.2642,NA,NA,NA,0.1069,NA,NA,282.713775634766,10301504,23.5399500668143,ENF
AR-Vir,2010-08-15,0.9959210344458675,FALSE,cGR,NA,0.2631,NA,0.036,NA,0.1073,NA,288.83999635,282.933258056641,16325618,25.357158008014,ENF
AR-Vir,2010-08-16,0.9975544331118588,FALSE,cGR,NA,NA,NA,0.0362,NA,NA,NA,289.59999085000004,285.671051025391,18080748,27.1769796166615,ENF
AR-Vir,2010-09-18,1.0129406820664368,FALSE,cGR,NA,0.21,0.013,0.031,0.1898,0.0974,NA,292.51998905000005,288.571197509766,23415102,13.6841611827524,ENF
AR-Vir,2010-09-19,1.005479795829311,FALSE,cGR,0.0245,NA,0.0122,0.0307,0.1891,NA,0.0363,296.20999144999996,290.656433105469,22342876,16.5657345985839,ENF
AR-Vir,2010-09-20,1.0012448258817639,FALSE,cGR,0.0244,0.2084,NA,0.0307,0.188,0.0966,0.0358,NA,294.749084472656,21866106,19.3944443442807,ENF
AR-Vir,2010-09-24,0.998928375702372,FALSE,cGR,0.0248,0.2067,0.0121,0.0315,0.1863,0.0994,NA,292,291.318115234375,12837102,2.72732953180543,ENF
AR-Vir,2010-09-25,1.0131897589647771,FALSE,cGR,NA,0.2046,0.0118,NA,NA,0.1001,NA,298.9700012,291.858673095703,22892598,5.60803733775983,ENF
AR-Vir,2010-09-26,1.0010999389854571,FALSE,cGR,0.0253,NA,NA,0.0318,0.184,NA,0.034,NA,292.618804931641,22938692,8.48961075359133,ENF
AR-Vir,2010-09-27,0.999776892776464,FALSE,cGR,NA,NA,NA,0.0327,NA,NA,NA,NA,293.450012207031,17440538,11.3595322262543,ENF
AR-Vir,2010-09-28,0.9934998343521964,FALSE,cGR,0.0255,NA,0.0124,0.0329,0.1865,NA,0.0341,NA,293.948699951172,16973184,11.3985738697554,ENF
AR-Vir,2010-09-29,0.9907228104501424,FALSE,cGR,0.0256,NA,0.0124,NA,0.187,0.0983,0.0342,NA,290.656890869141,17442638,14.2797121717824,ENF
AR-Vir,2010-09-30,1.000478910882923,FALSE,cGR,0.0258,NA,NA,0.0334,0.1875,0.0985,NA,NA,289.185333251953,25074706,17.1604272807518,ENF
AR-Vir,2010-10-01,0.9909301233353368,FALSE,cGR,0.0259,0.2143,0.0126,NA,0.1881,NA,0.0344,NA,289.215850830078,13492692,21.0310268895072,ENF
AR-Vir,2010-10-02,0.9850148820259343,FALSE,cGR,NA,0.2149,NA,NA,NA,0.0981,0.0336,NA,287.837554931641,21195558,24.8990456175872,ENF
AR-Vir,2010-10-03,0.9897079323514132,FALSE,cGR,NA,0.2457,0.0126,0.0367,0.2206,NA,0.0398,NA,287.325500488281,22825850,28.7575790689893,ENF
AR-Vir,2010-10-04,0.9747877685419536,FALSE,cGR,NA,0.2428,NA,0.036,0.2235,0.0971,NA,NA,289.089385986328,18950926,32.6273197060989,ENF
AR-Vir,2010-10-05,0.980169599332584,FALSE,cGR,0.0263,NA,0.0128,0.0364,0.2243,0.0971,0.0449,297.34999085000004,291.073028564453,24033824,36.4957731799223,ENF
AR-Vir,2010-10-06,0.9862819372646208,FALSE,cGR,0.0265,0.2514,0.0126,0.0369,0.2366,NA,0.0462,NA,293.742614746094,16626284,36.3127481623263,ENF
AR-Vir,2010-10-07,1.000449710757282,FALSE,cGR,0.0264,NA,0.0126,0.0368,0.2362,0.0976,NA,NA,292.4033203125,16970626,0,ENF
AR-Vir,2010-10-08,1.0079429539597928,FALSE,cGR,0.0264,0.2504,0.0126,0.0368,0.2358,0.0977,NA,NA,289.589569091797,18256590,3.86679234177725,ENF
AR-Vir,2010-10-09,1.0043002199102176,FALSE,cGR,0.0264,0.2498,0.0126,0.0353,NA,0.098,0.039,295.61000060000003,290.458709716797,20459852,7.47888132078384,ENF
AR-Vir,2010-10-10,1.0200050488932737,FALSE,cGR,0.0266,0.2462,NA,NA,0.2323,0.0978,NA,297.18998715,291.121063232422,26842768,11.3486315632943,ENF
AR-Vir,2010-10-11,1.0253854296846376,FALSE,cGR,NA,0.2415,0.0129,0.0356,0.2231,0.0974,0.0422,298.6599884,291.123779296875,26670604,15.2196662858543,ENF
AR-Vir,2010-10-12,1.020302418096851,FALSE,cGR,0.0255,0.2438,0.0123,0.0355,0.2218,0.0984,NA,NA,293.305084228516,25603728,19.0902658946096,ENF
AR-Vir,2010-10-13,0.9979414923082848,FALSE,cGR,0.0227,0.2285,0.0114,0.032,0.2023,0.0978,0.0372,NA,293.822296142578,16145006,21.2958532442264,ENF
AR-Vir,2010-10-14,0.9926391927882134,FALSE,cGR,0.0232,0.228,0.0115,0.0325,0.202,0.098,0.0373,NA,293.898193359375,9819810,11.6705477143273,ENF
AR-Vir,2010-10-15,0.9899983504684752,FALSE,cGR,0.0232,0.2282,0.0115,0.0325,0.2022,NA,0.0373,NA,294.446685791016,7501646,15.3309723640602,ENF
AR-Vir,2010-10-16,0.983800570911862,FALSE,cGR,0.0233,0.2285,0.0115,0.0326,0.2024,NA,NA,NA,293.684448242188,16202588,18.9476364652146,ENF
AR-Vir,2010-10-17,0.979183895486736,FALSE,cGR,0.0245,0.2309,NA,0.0335,0.2026,0.0993,NA,NA,291.494293212891,17077104,22.7532268812459,ENF
AR-Vir,2010-10-18,1.0091111134355888,FALSE,cGR,0.0244,NA,0.0118,0.0333,0.2065,0.1039,NA,297.48999025,289.426696777344,28193684,26.6238264900013,ENF
AR-Vir,2010-10-19,1.0114378961578383,FALSE,cGR,NA,NA,0.0115,0.0335,0.2075,0.1043,0.0394,300.0099945,291.134796142578,28508924,30.4927138082588,ENF
AR-Vir,2010-10-20,1.006231752030407,FALSE,cGR,0.0246,0.2344,0.0119,0.0341,0.2078,0.1048,0.0394,303.75,294.033874511719,28337536,34.3628961845008,ENF
AR-Vir,2010-10-21,0.9812644593523074,FALSE,cGR,NA,0.2353,0.0118,NA,0.2076,0.1047,0.0396,NA,296.012634277344,22422096,38.0368404365958,ENF
AR-Vir,2010-10-23,0.9714269560002824,FALSE,cGR,0.0245,0.2358,NA,0.0343,0.207,NA,0.0393,NA,294.477569580078,15984672,42.2957238714443,ENF
AR-Vir,2010-10-24,0.9684708491142237,TRUE,cGR,0.0255,0.2401,0.0125,NA,0.2078,0.1058,NA,NA,295.320861816406,21880400,46.0392850680685,ENF
AR-Vir,2010-10-25,0.9621869909318578,TRUE,cGR,0.0256,0.2405,NA,0.0356,0.2087,0.1055,0.0397,NA,293.312164306641,27991096,49.6679451860605,ENF
AR-Vir,2010-10-26,0.9612462565515912,TRUE,cGR,0.0255,0.2432,0.0127,0.036,0.2093,0.1056,0.0415,298.7799988,291.492980957031,28884464,53.5385500101143,ENF
AR-Vir,2010-10-27,0.9590411677122808,TRUE,cGR,0.0257,0.2433,0.0128,0.0362,NA,0.1062,NA,299.1499939,291.332214355469,27245876,57.4082942922513,ENF
AR-Vir,2010-10-28,0.949874888921722,TRUE,cGR,NA,0.2475,0.0152,0.0399,0.2167,NA,0.0448,300.77999875,293.545196533203,29123976,61.2793290148112,ENF
AR-Vir,2010-10-29,0.9710560803768392,FALSE,cGR,NA,0.2473,0.0135,0.0408,0.2191,0.1118,0.0463,NA,293.374542236328,10263248,54.3507983848717,ENF
AR-Vir,2010-10-30,0.9867010558899812,FALSE,cGR,0.0307,0.2482,0.014,0.0416,NA,NA,NA,297.22000125,292.569091796875,26334392,58.1244785535589,ENF
AR-Vir,2010-10-31,1.0109076545223676,FALSE,cGR,NA,0.2485,0.0143,NA,0.2203,0.1132,0.0463,299.8999939,291.639099121094,30002556,61.9937966623947,ENF
AR-Vir,2010-11-01,0.9930700787101168,FALSE,cGR,0.031,0.249,0.0143,NA,0.2206,0.1128,0.0468,NA,291.729583740234,30094660,66.9854003780857,ENF
AR-Vir,2010-11-02,0.9850312249555644,FALSE,cGR,0.031,0.2502,NA,NA,0.222,0.1118,0.0474,301.58999635,293.220336914062,29324040,71.9765868612632,ENF
AR-Vir,2010-11-03,0.9731646771680376,FALSE,cGR,0.0313,NA,0.0143,NA,NA,0.114,0.0479,303.2100067,295.136016845703,29516428,76.9677615730782,ENF
AR-Vir,2010-11-04,0.962889399337676,TRUE,cGR,0.0321,0.2529,0.0149,0.0437,0.2248,0.1134,NA,NA,296.876312255859,27328180,81.9589406056751,ENF
AR-Vir,2010-11-05,0.9561937645677142,TRUE,cGR,0.0318,0.2521,0.0146,0.0432,0.2224,NA,0.0455,NA,296.336761474609,19248128,86.4906750571044,ENF
AR-Vir,2010-11-06,0.9468362731036212,TRUE,cGR,0.0329,NA,0.0158,0.044,0.2227,0.1074,0.0463,NA,294.300750732422,30016324,91.4809942926891,ENF
AR-Vir,2010-11-07,0.9379495500682123,TRUE,cGR,0.0322,NA,0.0172,0.0431,0.2213,0.1076,NA,304.84999085,296.345123291016,30219908,96.4700292403551,ENF
AR-Vir,2010-11-08,0.9233957788064472,TRUE,cGR,0.0326,NA,0.0176,0.0433,NA,0.1084,0.0422,NA,299.39453125,29945008,101.461641896635,ENF
AR-Vir,2010-11-09,0.9417806804262188,TRUE,cGR,0.0336,NA,0.0179,NA,0.2236,0.1095,0.0439,NA,293.589996337891,12865256,96.560952546437,ENF
AR-Vir,2010-11-10,0.9074906966172168,TRUE,cGR,0.0335,0.2548,NA,0.0442,0.2247,0.112,0.0436,296.3300018,290.110198974609,31444760,101.550844894767,ENF
AR-Vir,2010-11-11,0.9019360926487944,TRUE,cGR,NA,0.2621,NA,0.0448,0.2308,0.1123,0.0435,299.2599945,291.779815673828,31440392,106.542883724263,ENF
AR-Vir,2010-11-12,0.8884606334555023,TRUE,cGR,0.034,NA,0.0176,0.0449,NA,0.1136,0.0438,NA,292.916595458984,31432832,111.534922553758,ENF
AR-Vir,2010-11-13,0.8782030661123447,TRUE,cGR,0.0323,0.2618,0.0163,0.0428,0.2278,0.1132,0.042,301.41999815,294.118927001953,30637008,116.526103076392,ENF
AR-Vir,2010-11-14,0.8658341891729606,TRUE,cGR,NA,0.2605,0.0167,0.0431,0.227,0.1133,0.0453,303.56999205,295.982788085938,30853668,121.517283599025,ENF
AR-Vir,2010-11-15,0.8544435473097609,TRUE,cGR,0.0312,0.2646,0.0151,0.0421,NA,0.1131,0.0457,NA,296.611785888672,26508880,126.41737204851,ENF
AR-Vir,2010-11-16,0.8304433012466865,TRUE,cGR,0.0312,0.2679,0.0147,NA,NA,0.1133,0.0473,NA,295.683715820312,30616368,131.405866765191,ENF
AR-Vir,2010-11-17,0.8519473379329974,TRUE,cGR,0.0315,NA,0.0148,0.0422,NA,NA,NA,301.1799927,294.591644287109,25622324,136.300040952529,ENF
AR-Vir,2010-11-18,0.8163856328309947,TRUE,cGR,0.0315,0.2693,0.0147,0.0422,NA,0.1148,NA,303.66999814999997,295.485626220703,31010228,141.291653608809,ENF
AR-Vir,2010-11-19,0.8836042912470651,TRUE,cGR,0.0315,0.2696,0.0147,0.0422,0.2392,0.1133,0.0472,NA,295.297973632812,13527168,145.828067344995,ENF
AR-Vir,2010-11-20,0.8132697083535946,TRUE,cGR,0.032,NA,0.0148,0.0431,0.2424,0.1137,0.0489,NA,297.451446533203,22131268,149.732061219095,ENF
AR-Vir,2010-11-21,0.9657510230572732,TRUE,cGR,0.033,0.2787,0.016,0.0451,0.2511,NA,NA,NA,297.082000732422,14721788,152.927709536564,ENF
AR-Vir,2010-11-22,0.932409767039728,TRUE,cGR,0.0323,NA,0.014,0.0446,NA,NA,0.0559,302,297.479278564453,25622932,157.76512546285,ENF
AR-Vir,2010-11-23,0.937351797544376,TRUE,cGR,0.0323,NA,0.0155,0.0444,0.2565,0.1222,NA,NA,298.109069824219,26612428,162.658061522308,ENF
AR-Vir,2010-11-24,0.9460225291516082,TRUE,cGR,NA,0.2801,0.0152,0.0439,0.2536,0.121,0.0515,NA,295.385223388672,18285288,165.342966602677,ENF
AR-Vir,2010-11-25,0.9270633722675296,TRUE,cGR,0.0306,NA,0.0134,0.0433,0.2661,0.1281,0.0519,299.27999875,295.762756347656,29776384,170.332847744213,ENF
AR-Vir,2010-11-26,0.9185654411962736,TRUE,cGR,0.0308,0.2897,NA,0.0435,0.2657,0.1284,NA,303.73999025,297.368041992188,30378740,175.32273782631,ENF
AR-Vir,2010-11-27,0.9136759972377998,TRUE,cGR,0.0304,0.2877,NA,0.0433,0.2641,0.13,0.051,307.61000060000003,299.850555419922,31599908,180.314776655805,ENF
AR-Vir,2010-11-28,0.9582263413763924,TRUE,cGR,0.0304,0.2878,NA,0.0433,0.2643,NA,0.0509,NA,298.146911621094,16737192,184.223314103501,ENF
AR-Vir,2010-11-29,0.9507167766906732,TRUE,cGR,NA,NA,0.0128,0.043,0.2639,0.1306,0.051,NA,296.682556152344,18329832,188.438930082675,ENF
AR-Vir,2010-11-30,0.911797535027424,TRUE,cGR,NA,0.2862,0.0128,0.043,0.264,0.1308,NA,NA,297.069061279297,31887076,193.430116565796,ENF
AR-Vir,2010-12-01,0.912641212148926,TRUE,cGR,0.0292,0.2836,0.0126,0.0433,NA,0.1314,0.0508,307.44999695,299.586151123047,31970548,199.280892669331,ENF
AR-Vir,2010-12-02,0.9080069500985036,TRUE,cGR,0.0288,NA,0.0129,0.0433,0.2545,0.1289,0.0497,306.0499878,299.954376220703,22596820,192.421577487368,ENF
AR-Vir,2010-12-03,0.986004428398872,FALSE,cGR,0.0287,0.2826,0.0129,0.0432,0.2543,0.1288,0.0498,NA,297.221832275391,6849168,192.031994455841,ENF
AR-Vir,2010-12-04,0.9894097829350056,FALSE,cGR,0.0286,0.2825,0.0129,0.0432,0.2542,0.1288,0.0498,NA,296.057189941406,4040668,0,ENF
AR-Vir,2010-12-05,0.9879428740175554,FALSE,cGR,0.029,0.2835,0.0131,0.0433,0.2548,0.1274,0.05,NA,297.672515869141,19012480,5.84903931198938,ENF
AR-Vir,2010-12-06,0.98467842032217,FALSE,cGR,NA,0.2871,0.0135,NA,0.2564,0.1272,0.0489,302.1699982,297.367523193359,24698844,11.7005496569641,ENF
AR-Vir,2010-12-07,0.9775745274022488,FALSE,cGR,0.0279,0.2822,0.0134,0.0432,0.2501,0.1228,0.0463,NA,297.790985107422,16035180,12.4473114829505,ENF
AR-Vir,2010-12-08,0.9772194776764866,FALSE,cGR,NA,0.2814,0.0133,0.0429,0.2478,0.1205,0.0466,305.5099945,299.887908935547,29666996,14.7955849214714,ENF
AR-Vir,2010-12-09,1.0008957020704694,FALSE,cGR,NA,0.2826,0.0135,0.0433,0.2467,NA,0.0479,306.8899994,298.445739746094,31220748,20.6385186900264,ENF
AR-Vir,2010-12-10,0.9841699011188784,FALSE,cGR,0.0282,0.2854,0.0138,0.0432,0.2482,0.1221,0.0478,NA,299.118896484375,22470712,0,ENF
AR-Vir,2010-12-11,0.9855361420951017,FALSE,cGR,0.0277,NA,0.015,0.0429,0.2416,0.1168,0.0456,NA,298.037658691406,12418924,0,ENF
AR-Vir,2010-12-12,0.985787584286184,FALSE,cGR,0.0278,0.2752,0.015,NA,0.2416,0.1167,0.0455,NA,295.835327148438,8449004,0,ENF
AR-Vir,2010-12-13,1.0061584548229578,FALSE,cGR,0.0278,0.2754,0.015,NA,0.2417,0.1166,0.0455,295.22999575,290.093597412109,30353740,4.29264028102922,ENF
AR-Vir,2010-12-14,0.9912955359449463,FALSE,cGR,0.0278,0.2749,NA,0.0429,0.2414,NA,NA,299.75,292.033416748047,32859348,10.1451329983456,ENF
AR-Vir,2010-12-15,0.9616504478754492,TRUE,cGR,0.0284,0.2743,0.0156,0.0434,0.2395,0.1169,0.0444,NA,294.450286865234,31921764,15.9959109295108,ENF
AR-Vir,2010-12-16,0.9451375165674394,TRUE,cGR,0.0291,0.2709,NA,0.0433,0.2389,0.1172,0.0446,NA,296.466064453125,25009964,21.7786501295609,ENF
AR-Vir,2010-12-17,0.9352940970163052,TRUE,cGR,NA,0.273,0.0166,0.0442,NA,NA,NA,NA,297.955108642578,26532348,27.360094083241,ENF
AR-Vir,2010-12-18,0.9144787911201188,TRUE,cGR,NA,0.2832,0.0156,NA,0.2471,NA,0.0476,303.86000060000003,299.191558837891,27985564,33.2105009155567,ENF
AR-Vir,2010-12-19,0.9191497679823466,TRUE,cGR,0.0307,NA,NA,0.0475,0.2472,0.1247,NA,NA,299.968292236328,25798248,0,ENF
AR-Vir,2010-12-20,0.972589103997679,TRUE,cGR,0.0337,0.2953,0.016,NA,0.2569,0.1293,0.0491,NA,298.351287841797,15251984,0,ENF
AR-Vir,2010-12-22,0.9392294069182426,TRUE,cGR,0.0309,0.3,0.0155,0.0481,0.2608,0.1342,0.0496,NA,299.042388916016,22969400,8.28707049158995,ENF
AR-Vir,2010-12-23,0.9117936328170416,TRUE,cGR,0.0307,0.3018,0.0152,0.0477,0.2606,0.1404,0.048,NA,299.021331787109,22119956,9.77625147475353,ENF
AR-Vir,2010-12-24,0.9380469878028912,TRUE,cGR,NA,0.3075,0.0158,NA,NA,NA,0.0475,NA,299.470184326172,18782576,11.6340601774982,ENF
AR-Vir,2010-12-25,0.9261635152774068,TRUE,cGR,NA,NA,0.016,0.0506,0.2727,0.1469,0.0499,NA,299.141967773438,23095520,16.4585166151085,ENF
AR-Vir,2010-12-26,0.9238799726149468,TRUE,cGR,0.0324,0.3161,NA,0.0505,0.2728,NA,0.0497,305.88999939999997,300.110565185547,31753468,22.3105861394243,ENF
AR-Vir,2010-12-27,0.9328900983458572,TRUE,cGR,0.0306,0.325,0.0147,0.051,0.27,0.1453,NA,305.52999875,299.120788574219,32330084,28.1635139705452,ENF
AR-Vir,2010-12-28,0.9113521064707468,TRUE,cGR,0.0306,0.3248,NA,0.0508,0.2696,0.1452,0.0492,NA,299.340759277344,30557880,34.0151483808291,ENF
AR-Vir,2010-12-29,0.901339679524168,TRUE,cGR,0.0338,0.3285,0.0148,0.0509,0.275,0.1462,NA,303.84999085000004,299.589111328125,31678824,39.8672298260625,ENF
AR-Vir,2010-12-30,0.912412919423005,TRUE,cGR,NA,0.3286,0.0147,0.0508,0.2736,NA,0.0505,300.3699951,299.491333007812,24525852,43.0829857721847,ENF
AR-Vir,2010-12-31,0.9362345789291768,TRUE,cGR,NA,0.3285,NA,0.0518,NA,0.148,0.0514,NA,298.469512939453,20356576,44.5365995462238,ENF
AR-Vir,2011-01-01,0.9469528434514344,TRUE,cGR,0.0333,0.3195,0.0146,NA,0.2684,NA,NA,NA,298.328094482422,19715644,49.5457767683535,ENF
AR-Vir,2011-01-02,0.9370863353798828,TRUE,cGR,0.0332,0.3196,0.0146,0.0497,0.2685,0.1438,0.045,NA,298.181182861328,24969380,53.5734271919146,ENF
AR-Vir,2011-01-03,0.9510805192746232,TRUE,cGR,0.0297,0.3169,0.0153,0.0467,0.2696,0.1415,0.0426,301.3899994,297.197601318359,21485276,44.5191336499586,ENF
AR-Vir,2011-01-04,0.9468560193918966,TRUE,cGR,0.0299,0.3088,0.0154,NA,0.2582,0.1431,0.0432,NA,298.224639892578,25183272,49.7456135453519,ENF
AR-Vir,2011-01-05,0.9313382335470762,TRUE,cGR,0.0289,0.3112,NA,0.0448,0.2517,0.141,0.0421,NA,299.637481689453,26268960,54.7690768483226,ENF
AR-Vir,2011-01-07,0.9207937458976256,TRUE,cGR,NA,NA,0.0144,NA,NA,0.1466,NA,304.69999695,301.609832763672,28333384,65.6964617846212,ENF
AR-Vir,2011-01-08,0.9151544206762332,TRUE,cGR,NA,0.3236,0.015,0.0523,0.2691,0.1469,0.039,NA,301.291168212891,23414796,62.9541986102185,ENF
AR-Vir,2011-01-09,0.9237599889362644,TRUE,cGR,NA,0.3302,NA,0.0498,0.263,0.1434,NA,NA,300.878570556641,22674576,63.7196943922184,ENF
AR-Vir,2011-01-10,0.9210800788368468,TRUE,cGR,NA,0.33,NA,0.0497,0.2629,NA,0.0395,NA,300.553558349609,22420440,65.2717991905771,ENF
AR-Vir,2011-01-11,0.9470363990048964,TRUE,cGR,NA,0.3298,0.0132,0.0496,0.2629,NA,0.0397,NA,298.912139892578,19019404,60.893020644673,ENF
AR-Vir,2011-01-12,0.9194914533262012,TRUE,cGR,0.0298,0.3323,0.0133,0.0496,0.2668,0.1396,0.0363,NA,298.955902099609,28552732,65.3562606480994,ENF
AR-Vir,2011-01-13,0.9256540567886504,TRUE,cGR,NA,0.3323,0.0132,0.0495,0.2667,0.1392,0.0364,302.05999755000005,298.890380859375,25264124,70.6966663527661,ENF
AR-Vir,2011-01-14,0.9136939056971446,TRUE,cGR,NA,0.3322,0.0133,0.0476,0.2457,0.1302,0.0375,305.74998475,300.644104003906,26888740,76.3629491841029,ENF
AR-Vir,2011-01-15,0.8850109737245562,TRUE,cGR,NA,0.3356,0.0132,NA,0.2624,0.13,NA,NA,301.483856201172,28792404,81.9918669663014,ENF
AR-Vir,2011-01-16,0.8823387530495557,TRUE,cGR,0.0257,0.3355,NA,0.0466,0.2644,NA,0.0448,305.5299988,302.157287597656,26825620,87.67416615486,ENF
AR-Vir,2011-01-17,0.9050157499898602,TRUE,cGR,NA,0.3357,0.0133,NA,0.2663,0.1306,NA,NA,300.507293701172,14981352,83.8141836431131,ENF
AR-Vir,2011-01-18,0.8840532899409501,TRUE,cGR,NA,0.3391,0.0137,0.0459,0.2704,0.1303,0.0449,NA,299.573455810547,23399940,86.7343698714451,ENF
AR-Vir,2011-01-19,0.8608186946829147,TRUE,cGR,0.0249,0.3388,0.0137,0.0458,0.2701,0.1301,0.0448,304.2899933,300.607177734375,28362204,92.3999543163523,ENF
AR-Vir,2011-01-20,0.8808311287079703,TRUE,cGR,0.0248,0.3373,0.0137,0.0455,0.2669,0.1299,NA,NA,301.078399658203,19897696,97.7532608759456,ENF
AR-Vir,2011-01-21,0.8502651414124827,TRUE,cGR,NA,NA,0.0134,NA,0.2669,NA,NA,302.8099823,300.992919921875,27746664,103.29105225123,ENF
AR-Vir,2011-01-22,0.8754862172107032,TRUE,cGR,NA,0.3377,0.0129,0.0445,0.2643,0.124,NA,NA,300.803070068359,24800172,105.696747949667,ENF
AR-Vir,2011-01-23,0.8712183224263521,TRUE,cGR,0.0252,0.3379,NA,0.0449,0.2642,0.1251,NA,304.08999635,301.641845703125,25927108,111.029935846172,ENF
AR-Vir,2011-01-24,0.8916480934095969,TRUE,cGR,NA,0.3389,NA,0.0469,0.2643,0.1248,0.0455,NA,301.321166992188,21909420,114.368803027366,ENF
AR-Vir,2011-01-25,0.8972623501556328,TRUE,cGR,NA,0.3433,NA,NA,NA,NA,NA,305.88999939999997,301.452972412109,23081680,118.992198033752,ENF
AR-Vir,2011-01-26,0.9023258763253132,TRUE,cGR,NA,0.3291,NA,0.0498,NA,NA,NA,NA,301.455657958984,23930000,0,ENF
AR-Vir,2011-01-27,0.9018733808041226,TRUE,cGR,0.025,0.3278,NA,0.0474,0.247,0.1219,NA,NA,300.733856201172,19005024,0,ENF
AR-Vir,2011-01-28,0.896052891382303,TRUE,cGR,0.0261,0.343,NA,0.0483,0.2565,NA,NA,NA,300.237670898438,17428148,0,ENF
AR-Vir,2011-01-29,0.9052919283639363,TRUE,cGR,NA,0.3429,NA,0.0482,0.2563,NA,NA,NA,299.715484619141,20360668,3.74940453304801,ENF
AR-Vir,2011-01-30,0.902941906113586,TRUE,cGR,0.0256,0.343,NA,0.0479,0.2601,NA,NA,NA,300.807891845703,25426052,8.99305985025845,ENF
AR-Vir,2011-01-31,0.9019197350323622,TRUE,cGR,0.0255,0.3429,NA,NA,0.2599,0.1219,NA,NA,301.159576416016,22498192,11.1672750899443,ENF
AR-Vir,2011-02-01,0.9481931072590848,TRUE,cGR,NA,0.3459,NA,NA,NA,NA,NA,NA,297.972900390625,5170200,1.61727341306163,ENF
AR-Vir,2011-02-02,0.913365609573468,TRUE,cGR,NA,0.3455,NA,0.0475,NA,0.1184,NA,300.85998535,298.342529296875,27370372,6.2487857524652,ENF
AR-Vir,2011-02-03,0.923723478542459,TRUE,cGR,NA,0.3323,NA,0.0516,NA,0.1187,NA,NA,300.286651611328,24606240,5.02591989179903,ENF
AR-Vir,2011-02-04,0.953103399682864,TRUE,cGR,0.0258,NA,NA,NA,0.3117,0.1177,0.0335,NA,299.922882080078,14999628,0,ENF
AR-Vir,2011-02-05,0.946710388872718,TRUE,cGR,0.0258,0.3495,NA,0.0521,0.3108,0.1176,0.0332,NA,299.577911376953,16722056,0,ENF
AR-Vir,2011-02-06,0.9583548381234148,TRUE,cGR,NA,0.3491,NA,0.0518,NA,0.1176,NA,NA,299.6787109375,23713704,1.21645632224249,ENF
AR-Vir,2011-02-07,0.961482221982474,TRUE,cGR,0.0252,0.328,0.0154,0.0428,0.2464,0.1157,NA,NA,299.429260253906,16608228,0,ENF
AR-Vir,2011-02-09,0.9745217714285972,TRUE,cGR,0.0248,0.3294,NA,0.042,0.2444,NA,0.0294,NA,295.756530761719,10278856,2.67233842076825,ENF
AR-Vir,2011-02-10,0.9663304338287868,FALSE,cGR,0.0235,0.3246,0.0147,0.0408,0.2435,0.118,0.0292,NA,296.610870361328,17220748,5.57391467552815,ENF
AR-Vir,2011-02-11,0.971143431235087,FALSE,cGR,0.0246,0.331,0.0147,0.0465,NA,0.1191,0.0239,299.44999695,297.514923095703,22205564,9.45750836123056,ENF
AR-Vir,2011-02-12,1.0016793354280351,FALSE,cGR,NA,0.3042,0.0132,0.044,0.2447,0.1116,0.0233,NA,297.0791015625,10662884,6.11517676948004,ENF
AR-Vir,2011-02-13,0.9828360225192276,FALSE,cGR,0.0201,0.2906,0.0107,NA,0.2269,0.1043,0.0234,NA,297.494720458984,22645552,10.401847214722,ENF
AR-Vir,2011-02-14,0.9752400080329808,FALSE,cGR,0.0201,0.2911,NA,0.041,0.2267,0.1038,NA,302.5299988,297.785278320312,24939092,14.8734426274345,ENF
AR-Vir,2011-02-15,0.9611415983494124,TRUE,cGR,NA,0.2889,0.0096,0.0324,0.217,0.0984,0.0234,299.3199921,297.302703857422,27814044,19.5053769241196,ENF
AR-Vir,2011-02-16,0.9658954551581272,TRUE,cGR,0.0185,0.2891,0.0096,NA,NA,NA,0.0234,NA,298.746734619141,25219226,23.4122556532479,ENF
AR-Vir,2011-02-17,0.9540929100987396,TRUE,cGR,0.0185,0.2893,NA,0.0324,0.2172,0.0977,0.0233,NA,300.091644287109,25207740,27.9661458063835,ENF
AR-Vir,2011-02-18,0.9546357712969976,TRUE,cGR,0.0182,0.2916,0.0104,0.045,NA,0.1073,0.0232,NA,300.540802001953,25837860,32.4978688378769,ENF
